dataset,llm,combo,config,is_combo_selection_config,quality_score,correctness_mean,faithfulness_mean,answer_relevance_mean,overall_mean,answer_accuracy,context_sufficiency_rate,generation_failure_rate,retrieval_failure_rate,latency_mean_ms
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L12,optimized_k_rr_grounded,False,96.5,100.0,90.0,100.0,93.5,100.0,100.0,10.0,0.0,39882.0683
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L12,optimized_s,False,84.65,80.0,79.0,90.0,84.3,80.0,100.0,20.0,0.0,1237.0458
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L12,optimized_s_grounded,False,85.0,80.0,80.0,90.0,81.5,80.0,100.0,20.0,0.0,1136.3345
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L12,optimized_s_rr,True,81.5,80.0,70.0,90.0,80.7,80.0,100.0,30.0,0.0,1272.4105
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L12,optimized_s_rr_grounded,True,82.5,70.0,80.0,100.0,76.0,70.0,100.0,30.0,0.0,1264.7208
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,no_rag,False,38.0,80.0,0.0,100.0,46.0,80.0,0.0,0.0,100.0,288.8222
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_k,False,66.4,50.0,66.0,90.0,50.9,50.0,80.0,50.0,20.0,18743.5294
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_k_grounded,False,64.0,20.0,80.0,90.0,23.0,20.0,100.0,80.0,0.0,18606.4755
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_k_rr,False,67.5,70.0,60.0,80.0,71.5,70.0,90.0,30.0,10.0,15244.6223
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_k_rr_grounded,False,82.0,60.0,100.0,100.0,66.0,60.0,80.0,20.0,20.0,15140.3548
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_s,False,85.4,80.0,80.0,94.0,84.0,80.0,100.0,30.0,0.0,948.9264
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_s_grounded,False,91.0,80.0,100.0,100.0,83.0,80.0,90.0,10.0,10.0,833.0641
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_s_rr,True,83.15,80.0,73.0,96.0,82.6,80.0,100.0,20.0,0.0,982.132
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_s_rr_grounded,True,89.5,80.0,90.0,100.0,84.0,80.0,100.0,20.0,0.0,900.8185
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_k,False,60.0,40.0,80.0,100.0,46.0,40.0,40.0,10.0,60.0,33026.4045
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_k_grounded,False,89.55,100.0,99.0,99.0,97.2,100.0,50.0,0.0,50.0,32920.1005
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_k_rr,False,66.5,60.0,50.0,100.0,65.6,60.0,90.0,30.0,10.0,39612.8795
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_k_rr_grounded,False,86.0,60.0,100.0,100.0,73.0,70.0,100.0,30.0,0.0,39464.5574
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_s,False,81.5,70.0,80.0,90.0,74.5,70.0,100.0,30.0,0.0,1232.3986
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_s_grounded,False,88.5,80.0,90.0,90.0,81.5,80.0,100.0,20.0,0.0,1133.6053
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_s_rr,True,81.3,70.0,80.0,90.0,75.5,70.0,100.0,30.0,0.0,1185.4784
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_s_rr_grounded,True,93.0,90.0,90.0,100.0,91.0,90.0,100.0,10.0,0.0,1207.2863
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,no_rag,False,34.5,70.0,0.0,100.0,52.0,70.0,0.0,0.0,100.0,293.284
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_k,False,77.39999999999999,76.0,68.0,86.0,73.0,70.0,90.0,50.0,10.0,18746.9769
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_k_grounded,False,86.1,80.0,82.0,94.0,83.0,80.0,40.0,20.0,60.0,18606.9795
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_k_rr,False,70.0,70.0,50.0,80.0,68.1,70.0,100.0,30.0,0.0,15436.7098
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_k_rr_grounded,False,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,15267.5391
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_s,False,89.3,80.0,90.0,98.0,83.5,80.0,100.0,20.0,0.0,955.4396
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_s_grounded,False,89.5,70.0,100.0,100.0,76.0,70.0,100.0,30.0,0.0,838.0229
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_s_rr,True,87.6,90.0,78.0,92.0,87.8,90.0,100.0,10.0,0.0,1065.7143
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_s_rr_grounded,True,100.0,100.0,100.0,100.0,99.8,100.0,100.0,0.0,0.0,1051.6951
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_k,False,64.0,40.0,80.0,100.0,48.0,40.0,60.0,30.0,40.0,33025.221
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_k_grounded,False,87.2,100.0,98.0,99.0,96.4,100.0,40.0,0.0,60.0,32921.9212
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_k_rr,False,76.5,70.0,80.0,100.0,74.5,70.0,70.0,10.0,30.0,39702.111
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_k_rr_grounded,False,91.69999999999999,90.0,88.0,94.0,91.2,90.0,50.0,10.0,50.0,39668.5639
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_s,False,85.39999999999999,90.0,70.0,94.0,90.5,90.0,100.0,10.0,0.0,1238.466
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_s_grounded,False,81.5,70.0,80.0,90.0,74.0,70.0,100.0,30.0,0.0,1140.1871
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_s_rr,True,74.75,71.0,58.0,96.0,75.4,70.0,100.0,30.0,0.0,1497.2807
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_s_rr_grounded,True,81.5,70.0,80.0,90.0,73.5,70.0,100.0,40.0,0.0,1336.9382
triviaqa,llama3:8b,bge-base__ms-marco-L12,no_rag,False,34.5,70.0,0.0,100.0,69.8,70.0,0.0,0.0,100.0,820.1749
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_k,False,44.0,30.0,42.0,92.0,41.0,30.0,40.0,10.0,40.0,18837.3207
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_k_grounded,False,82.2,70.0,80.0,97.0,73.5,70.0,100.0,30.0,0.0,18822.1839
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_k_rr,False,77.65,60.0,99.0,100.0,65.6,60.0,60.0,0.0,40.0,15538.1604
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_k_rr_grounded,False,79.0,50.0,90.0,100.0,59.0,50.0,60.0,10.0,40.0,15443.5387
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_s,False,68.5,50.0,60.0,100.0,56.0,50.0,100.0,50.0,0.0,1600.8528
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_s_grounded,False,79.9,60.0,94.0,100.0,66.8,60.0,80.0,20.0,20.0,1622.8378
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_s_rr,True,75.2,70.0,62.0,92.0,71.0,70.0,100.0,30.0,0.0,1643.3058
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_s_rr_grounded,True,86.475,81.5,91.0,97.0,83.8,80.0,80.0,0.0,20.0,1643.5931
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_k,False,65.0,50.0,80.0,95.0,57.5,50.0,50.0,0.0,40.0,33339.8142
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_k_grounded,False,67.0,40.0,100.0,100.0,52.0,40.0,40.0,0.0,60.0,32991.4436
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_k_rr,False,76.5,50.0,100.0,100.0,58.5,50.0,70.0,20.0,30.0,39824.5792
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_k_rr_grounded,False,74.5,60.0,90.0,100.0,64.4,60.0,60.0,10.0,40.0,39685.6329
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_s,False,58.0,70.0,10.0,100.0,68.0,70.0,100.0,30.0,0.0,2107.3117
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_s_grounded,False,93.0,90.0,90.0,100.0,87.9,90.0,100.0,10.0,0.0,2368.0154
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_s_rr,True,77.6,70.0,66.0,100.0,70.7,70.0,100.0,30.0,0.0,2192.5029
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_s_rr_grounded,True,68.3,60.0,50.0,98.0,59.5,60.0,100.0,40.0,0.0,2495.4462
triviaqa,llama3:8b,bge-base__ms-marco-L6,no_rag,False,34.5,70.0,0.0,100.0,69.0,70.0,0.0,0.0,100.0,368.3555
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_k,False,51.0,30.0,30.0,100.0,39.0,30.0,100.0,70.0,0.0,18838.5023
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_k_grounded,False,82.5,70.0,80.0,100.0,72.0,70.0,60.0,30.0,40.0,18822.8854
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_k_rr,False,68.1,60.0,70.0,86.0,63.0,60.0,70.0,10.0,20.0,15595.3752
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_k_rr_grounded,False,82.0,60.0,100.0,100.0,72.0,60.0,80.0,20.0,20.0,15379.2932
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_s,False,75.5,60.0,70.0,100.0,62.8,60.0,100.0,40.0,0.0,1602.1791
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_s_grounded,False,94.05,91.0,92.0,100.0,92.0,90.0,70.0,10.0,30.0,1620.5154
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_s_rr,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,10.0,1613.9048
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_s_rr_grounded,True,96.14999999999999,90.0,99.0,100.0,90.8,90.0,100.0,10.0,0.0,1497.2152
triviaqa,llama3:8b,bge-base__ms-marco-L6,optimized_k,False,48.0,40.0,40.0,100.0,44.5,40.0,50.0,10.0,50.0,33340.1811
triviaqa,llama3:8b,bge-base__ms-marco-L6,optimized_k_grounded,False,100.0,100.0,100.0,100.0,100.0,100.0,40.0,0.0,60.0,32992.4139
triviaqa,llama3:8b,bge-base__ms-marco-L6,optimized_k_rr,False,66.4,50.0,70.0,96.0,55.5,50.0,70.0,20.0,30.0,39726.4379
triviaqa,llama3:8b,bge-base__ms-marco-L6,optimized_k_rr_grounded,False,93.0,90.0,90.0,100.0,90.5,90.0,100.0,10.0,0.0,39625.742
triviaqa,llama3:8b,bge-base__ms-marco-L6,optimized_s,False,81.2,70.0,78.0,94.0,77.2,70.0,100.0,30.0,0.0,2108.6248
triviaqa,llama3:8b,bge-base__ms-marco-L6,optimized_s_grounded,False,90.19999999999999,90.0,82.0,100.0,91.0,90.0,100.0,10.0,0.0,2369.1342
triviaqa,llama3:8b,bge-base__ms-marco-L6,optimized_s_rr,True,76.0,60.0,72.0,98.0,66.0,60.0,100.0,40.0,0.0,2203.6771
triviaqa,llama3:8b,bge-base__ms-marco-L6,optimized_s_rr_grounded,True,86.0,80.0,80.0,100.0,82.0,80.0,100.0,20.0,0.0,2318.4957
triviaqa,llama3:8b,bge-base__bge-reranker,no_rag,False,33.9,70.0,0.0,94.0,71.8,70.0,0.0,0.0,100.0,372.4184
triviaqa,llama3:8b,bge-base__bge-reranker,baseline_k,False,43.3,30.0,40.0,90.0,35.5,30.0,40.0,10.0,50.0,18833.9311
triviaqa,llama3:8b,bge-base__bge-reranker,baseline_k_grounded,False,52.4,30.0,70.0,94.0,41.5,30.0,40.0,10.0,60.0,18903.2393
triviaqa,llama3:8b,bge-base__bge-reranker,baseline_k_rr,False,64.5,60.0,50.0,80.0,61.8,60.0,90.0,30.0,10.0,16452.1443
triviaqa,llama3:8b,bge-base__bge-reranker,baseline_k_rr_grounded,False,93.0,90.0,90.0,100.0,90.5,90.0,100.0,10.0,0.0,15727.3989
triviaqa,llama3:8b,bge-base__bge-reranker,baseline_s,False,71.5,60.0,70.0,100.0,63.5,60.0,80.0,20.0,20.0,1603.9946
triviaqa,llama3:8b,bge-base__bge-reranker,baseline_s_grounded,False,96.0,100.0,100.0,100.0,99.0,100.0,70.0,0.0,30.0,1595.3974
triviaqa,llama3:8b,bge-base__bge-reranker,baseline_s_rr,True,84.0,80.0,80.0,100.0,81.5,80.0,90.0,10.0,10.0,1703.2617
triviaqa,llama3:8b,bge-base__bge-reranker,baseline_s_rr_grounded,True,84.0,70.0,90.0,100.0,72.0,70.0,90.0,20.0,10.0,1758.8231
triviaqa,llama3:8b,bge-base__bge-reranker,optimized_k,False,51.5,40.0,50.0,100.0,46.5,40.0,50.0,10.0,50.0,33392.2533
triviaqa,llama3:8b,bge-base__bge-reranker,optimized_k_grounded,False,90.0,100.0,100.0,100.0,97.5,100.0,40.0,0.0,60.0,33048.2037
triviaqa,llama3:8b,bge-base__bge-reranker,optimized_k_rr,False,76.5,60.0,90.0,100.0,63.5,60.0,70.0,10.0,30.0,39934.1125
triviaqa,llama3:8b,bge-base__bge-reranker,optimized_k_rr_grounded,False,82.5,50.0,100.0,100.0,52.5,50.0,50.0,0.0,50.0,39677.2753
triviaqa,llama3:8b,bge-base__bge-reranker,optimized_s,False,76.6,60.0,78.0,83.0,68.5,60.0,100.0,40.0,0.0,2113.2446
triviaqa,llama3:8b,bge-base__bge-reranker,optimized_s_grounded,False,90.19999999999999,90.0,82.0,100.0,88.5,90.0,100.0,10.0,0.0,2337.0079
triviaqa,llama3:8b,bge-base__bge-reranker,optimized_s_rr,True,86.0,80.0,80.0,100.0,82.4,80.0,100.0,20.0,0.0,2308.7693
triviaqa,llama3:8b,bge-base__bge-reranker,optimized_s_rr_grounded,True,89.5,80.0,90.0,100.0,84.0,80.0,90.0,20.0,10.0,2335.2792
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,no_rag,False,34.5,70.0,0.0,100.0,66.0,70.0,0.0,0.0,100.0,335.1689
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,baseline_k,False,67.0,50.0,70.0,90.0,56.0,50.0,80.0,30.0,20.0,18991.0986
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,baseline_k_grounded,False,62.0,50.0,70.0,100.0,56.0,50.0,50.0,0.0,50.0,18904.8572
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,baseline_k_rr,False,65.5,60.0,70.0,80.0,63.0,60.0,60.0,0.0,40.0,15556.4743
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,baseline_k_rr_grounded,False,67.5,50.0,80.0,100.0,59.0,50.0,60.0,10.0,40.0,15637.0808
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,baseline_s,False,77.0,70.0,70.0,100.0,72.5,70.0,90.0,20.0,0.0,1155.6569
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,baseline_s_grounded,False,87.5,70.0,100.0,100.0,75.0,70.0,90.0,20.0,10.0,1059.5891
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,baseline_s_rr,True,86.0,80.0,80.0,100.0,82.5,80.0,100.0,20.0,0.0,1188.348
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,baseline_s_rr_grounded,True,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1130.3042
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,optimized_k,False,74.5,60.0,90.0,100.0,67.0,60.0,60.0,0.0,30.0,33398.1911
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,optimized_k_grounded,False,88.0,100.0,100.0,100.0,97.0,100.0,40.0,0.0,60.0,33047.6498
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,optimized_k_rr,False,65.8,40.0,80.0,98.0,49.5,40.0,70.0,30.0,30.0,39923.0636
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,optimized_k_rr_grounded,False,82.5,60.0,90.0,100.0,57.5,60.0,60.0,0.0,40.0,39737.9498
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,optimized_s,False,86.0,80.0,80.0,100.0,79.5,80.0,100.0,20.0,0.0,1443.9258
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,optimized_s_grounded,False,85.39999999999999,70.0,90.0,94.0,73.0,70.0,100.0,30.0,0.0,1378.4635
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,optimized_s_rr,True,92.1,90.0,90.0,91.0,90.8,90.0,100.0,10.0,0.0,1422.8924
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L12,optimized_s_rr_grounded,True,92.6,90.0,90.0,96.0,92.0,90.0,100.0,20.0,0.0,1402.4966
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,no_rag,False,34.5,70.0,0.0,100.0,69.0,70.0,0.0,0.0,100.0,334.6209
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,baseline_k,False,42.5,30.0,40.0,100.0,39.5,30.0,40.0,10.0,50.0,18988.5082
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,baseline_k_grounded,False,58.5,40.0,70.0,100.0,49.0,40.0,50.0,10.0,40.0,18902.8672
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,baseline_k_rr,False,67.9,60.0,70.0,84.0,61.0,60.0,70.0,10.0,30.0,15455.9634
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,baseline_k_rr_grounded,False,80.0,60.0,100.0,100.0,68.0,60.0,70.0,10.0,30.0,15380.0554
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,baseline_s,False,75.9,70.0,80.0,94.0,73.0,70.0,70.0,0.0,20.0,1155.0346
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,baseline_s_grounded,False,84.0,70.0,90.0,100.0,75.5,70.0,90.0,20.0,10.0,1059.0204
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,baseline_s_rr,True,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1182.1304
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,baseline_s_rr_grounded,True,89.5,80.0,90.0,100.0,84.0,80.0,100.0,20.0,0.0,1124.7202
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,optimized_k,False,50.0,40.0,40.0,100.0,44.0,40.0,60.0,20.0,40.0,33398.0139
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,optimized_k_grounded,False,72.5,50.0,100.0,100.0,55.0,50.0,40.0,0.0,60.0,33051.7376
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,optimized_k_rr,False,75.3,50.0,92.0,96.0,60.5,50.0,80.0,30.0,20.0,40161.856
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,optimized_k_rr_grounded,False,93.0,90.0,90.0,100.0,91.0,90.0,100.0,10.0,0.0,39640.6075
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,optimized_s,False,85.0,80.0,80.0,90.0,81.0,80.0,100.0,20.0,0.0,1449.4545
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,optimized_s_grounded,False,93.0,90.0,90.0,100.0,92.0,90.0,100.0,10.0,0.0,1376.2802
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,optimized_s_rr,True,85.8,80.0,80.0,98.0,82.5,80.0,100.0,20.0,0.0,1415.2807
triviaqa,llama3:8b,multi-qa-mini__ms-marco-L6,optimized_s_rr_grounded,True,85.4,80.0,80.0,94.0,82.5,80.0,100.0,20.0,0.0,1425.4099
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,no_rag,False,34.5,70.0,0.0,100.0,69.0,70.0,0.0,0.0,100.0,333.8011
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,baseline_k,False,63.6,50.0,50.0,86.0,53.0,50.0,100.0,50.0,0.0,18986.3835
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,baseline_k_grounded,False,77.0,70.0,70.0,100.0,73.5,70.0,90.0,20.0,10.0,18900.3823
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,baseline_k_rr,False,60.5,60.0,50.0,80.0,58.0,60.0,70.0,20.0,20.0,15641.1833
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,baseline_k_rr_grounded,False,90.19999999999999,90.0,90.0,92.0,90.5,90.0,90.0,0.0,0.0,15721.2952
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,baseline_s,False,77.0,70.0,70.0,100.0,71.5,70.0,90.0,20.0,10.0,1148.5907
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,baseline_s_grounded,False,84.0,70.0,90.0,100.0,75.0,70.0,90.0,20.0,10.0,1061.5626
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,baseline_s_rr,True,81.45,70.0,80.0,95.5,76.5,70.0,100.0,30.0,0.0,1298.4478
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,baseline_s_rr_grounded,True,89.5,90.0,80.0,100.0,90.2,90.0,100.0,20.0,0.0,1347.6641
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,optimized_k,False,48.0,30.0,50.0,100.0,35.0,30.0,50.0,20.0,40.0,33387.5754
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,optimized_k_grounded,False,90.0,100.0,100.0,100.0,100.0,100.0,40.0,0.0,60.0,33048.1476
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,optimized_k_rr,False,78.0,60.0,100.0,100.0,66.0,60.0,60.0,0.0,40.0,39931.5278
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,optimized_k_rr_grounded,False,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,39673.7153
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,optimized_s,False,86.0,80.0,80.0,100.0,80.5,80.0,100.0,20.0,0.0,1442.1201
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,optimized_s_grounded,False,88.89999999999999,80.0,90.0,94.0,83.0,80.0,100.0,20.0,0.0,1381.0942
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,optimized_s_rr,True,75.85,70.0,69.0,78.0,73.3,70.0,100.0,30.0,0.0,1552.7033
triviaqa,llama3:8b,multi-qa-mini__bge-reranker,optimized_s_rr_grounded,True,78.0,70.0,70.0,90.0,74.5,70.0,100.0,30.0,0.0,1569.9496
triviaqa,llama3:8b,bge-base__ms-marco-L12,no_rag,False,34.5,70.0,0.0,100.0,69.0,70.0,0.0,0.0,100.0,832.3394
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_k,False,51.05,30.0,51.0,89.0,39.0,30.0,60.0,30.0,40.0,18829.5532
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_k_grounded,False,81.5,70.0,80.0,90.0,74.0,70.0,60.0,30.0,40.0,18816.3123
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_k_rr,False,69.1,60.0,70.0,100.0,64.8,60.0,60.0,0.0,40.0,15533.5214
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_k_rr_grounded,False,75.0,50.0,90.0,100.0,62.5,50.0,80.0,30.0,20.0,15440.5812
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_s,False,72.0,50.0,70.0,100.0,53.0,50.0,100.0,50.0,0.0,1598.398
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_s_grounded,False,80.25,60.0,95.0,100.0,66.0,60.0,80.0,20.0,20.0,1616.651
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_s_rr,True,73.5,60.0,70.0,100.0,67.0,60.0,90.0,30.0,10.0,1641.8041
triviaqa,llama3:8b,bge-base__ms-marco-L12,baseline_s_rr_grounded,True,90.1,90.0,92.0,100.0,89.8,90.0,80.0,0.0,20.0,1640.5801
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_k,False,46.0,40.0,40.0,100.0,46.5,40.0,70.0,30.0,30.0,33337.0194
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_k_grounded,False,66.65,40.0,99.0,100.0,95.0,40.0,40.0,0.0,60.0,32989.446
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_k_rr,False,68.5,50.0,60.0,100.0,58.0,50.0,100.0,50.0,0.0,39821.9837
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_k_rr_grounded,False,74.5,60.0,90.0,100.0,63.5,60.0,60.0,10.0,40.0,39686.9146
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_s,False,82.1,70.0,80.0,96.0,70.3,70.0,100.0,30.0,0.0,2103.5793
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_s_grounded,False,86.0,90.0,70.0,100.0,88.8,90.0,100.0,10.0,0.0,2364.6099
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_s_rr,True,79.0,70.0,70.0,100.0,73.0,70.0,100.0,30.0,0.0,2191.6328
triviaqa,llama3:8b,bge-base__ms-marco-L12,optimized_s_rr_grounded,True,72.0,60.0,60.0,100.0,65.0,60.0,100.0,40.0,0.0,2489.1115
triviaqa,llama3:8b,bge-base__ms-marco-L6,no_rag,False,34.5,70.0,0.0,100.0,69.0,70.0,0.0,0.0,100.0,364.7474
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_k,False,48.5,30.0,40.0,80.0,32.5,30.0,80.0,50.0,20.0,18828.1784
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_k_grounded,False,73.5,40.0,90.0,100.0,44.5,40.0,90.0,50.0,10.0,18819.8195
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_k_rr,False,66.6,60.0,60.0,94.0,65.0,60.0,70.0,10.0,30.0,15582.3455
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_k_rr_grounded,False,80.0,60.0,100.0,100.0,68.0,60.0,70.0,10.0,30.0,15378.9013
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_s,False,72.0,60.0,60.0,100.0,62.5,60.0,100.0,40.0,0.0,1600.3117
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_s_grounded,False,93.0,90.0,90.0,100.0,92.0,90.0,70.0,10.0,30.0,1616.992
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_s_rr,True,93.5,90.0,100.0,90.0,89.2,90.0,90.0,0.0,10.0,1588.9901
triviaqa,llama3:8b,bge-base__ms-marco-L6,baseline_s_rr_grounded,True,93.0,80.0,100.0,100.0,84.0,80.0,100.0,20.0,0.0,1491.9381
triviaqa,llama3:8b,bge-base__ms-marco-L6,optimized_k,False,38.0,30.0,30.0,70.0,37.5,30.0,50.0,20.0,50.0,33342.585
