dataset,llm,combo,config,is_combo_selection_config,quality_score,correctness_mean,faithfulness_mean,answer_relevance_mean,overall_mean,answer_accuracy,context_sufficiency_rate,generation_failure_rate,retrieval_failure_rate,latency_mean_ms
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L12,optimized_k_rr_grounded,False,96.5,100.0,90.0,100.0,93.5,100.0,100.0,10.0,0.0,39882.0683
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L12,optimized_s,False,84.65,80.0,79.0,90.0,84.3,80.0,100.0,20.0,0.0,1237.0458
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L12,optimized_s_grounded,False,85.0,80.0,80.0,90.0,81.5,80.0,100.0,20.0,0.0,1136.3345
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L12,optimized_s_rr,True,81.5,80.0,70.0,90.0,80.7,80.0,100.0,30.0,0.0,1272.4105
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L12,optimized_s_rr_grounded,True,82.5,70.0,80.0,100.0,76.0,70.0,100.0,30.0,0.0,1264.7208
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,no_rag,False,38.0,80.0,0.0,100.0,46.0,80.0,0.0,0.0,100.0,288.8222
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_k,False,66.4,50.0,66.0,90.0,50.9,50.0,80.0,50.0,20.0,18743.5294
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_k_grounded,False,64.0,20.0,80.0,90.0,23.0,20.0,100.0,80.0,0.0,18606.4755
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_k_rr,False,67.5,70.0,60.0,80.0,71.5,70.0,90.0,30.0,10.0,15244.6223
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_k_rr_grounded,False,82.0,60.0,100.0,100.0,66.0,60.0,80.0,20.0,20.0,15140.3548
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_s,False,85.4,80.0,80.0,94.0,84.0,80.0,100.0,30.0,0.0,948.9264
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_s_grounded,False,91.0,80.0,100.0,100.0,83.0,80.0,90.0,10.0,10.0,833.0641
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_s_rr,True,83.15,80.0,73.0,96.0,82.6,80.0,100.0,20.0,0.0,982.132
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,baseline_s_rr_grounded,True,89.5,80.0,90.0,100.0,84.0,80.0,100.0,20.0,0.0,900.8185
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_k,False,60.0,40.0,80.0,100.0,46.0,40.0,40.0,10.0,60.0,33026.4045
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_k_grounded,False,89.55,100.0,99.0,99.0,97.2,100.0,50.0,0.0,50.0,32920.1005
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_k_rr,False,66.5,60.0,50.0,100.0,65.6,60.0,90.0,30.0,10.0,39612.8795
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_k_rr_grounded,False,86.0,60.0,100.0,100.0,73.0,70.0,100.0,30.0,0.0,39464.5574
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_s,False,81.5,70.0,80.0,90.0,74.5,70.0,100.0,30.0,0.0,1232.3986
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_s_grounded,False,88.5,80.0,90.0,90.0,81.5,80.0,100.0,20.0,0.0,1133.6053
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_s_rr,True,81.3,70.0,80.0,90.0,75.5,70.0,100.0,30.0,0.0,1185.4784
triviaqa,llama3.2:latest,multi-qa-mini__ms-marco-L6,optimized_s_rr_grounded,True,93.0,90.0,90.0,100.0,91.0,90.0,100.0,10.0,0.0,1207.2863
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,no_rag,False,34.5,70.0,0.0,100.0,52.0,70.0,0.0,0.0,100.0,293.284
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_k,False,77.39999999999999,76.0,68.0,86.0,73.0,70.0,90.0,50.0,10.0,18746.9769
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_k_grounded,False,86.1,80.0,82.0,94.0,83.0,80.0,40.0,20.0,60.0,18606.9795
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_k_rr,False,70.0,70.0,50.0,80.0,68.1,70.0,100.0,30.0,0.0,15436.7098
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_k_rr_grounded,False,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,15267.5391
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_s,False,89.3,80.0,90.0,98.0,83.5,80.0,100.0,20.0,0.0,955.4396
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_s_grounded,False,89.5,70.0,100.0,100.0,76.0,70.0,100.0,30.0,0.0,838.0229
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_s_rr,True,87.6,90.0,78.0,92.0,87.8,90.0,100.0,10.0,0.0,1065.7143
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,baseline_s_rr_grounded,True,100.0,100.0,100.0,100.0,99.8,100.0,100.0,0.0,0.0,1051.6951
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_k,False,64.0,40.0,80.0,100.0,48.0,40.0,60.0,30.0,40.0,33025.221
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_k_grounded,False,87.2,100.0,98.0,99.0,96.4,100.0,40.0,0.0,60.0,32921.9212
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_k_rr,False,76.5,70.0,80.0,100.0,74.5,70.0,70.0,10.0,30.0,39702.111
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_k_rr_grounded,False,91.69999999999999,90.0,88.0,94.0,91.2,90.0,50.0,10.0,50.0,39668.5639
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_s,False,85.39999999999999,90.0,70.0,94.0,90.5,90.0,100.0,10.0,0.0,1238.466
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_s_grounded,False,81.5,70.0,80.0,90.0,74.0,70.0,100.0,30.0,0.0,1140.1871
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_s_rr,True,74.75,71.0,58.0,96.0,75.4,70.0,100.0,30.0,0.0,1497.2807
triviaqa,llama3.2:latest,multi-qa-mini__bge-reranker,optimized_s_rr_grounded,True,81.5,70.0,80.0,90.0,73.5,70.0,100.0,40.0,0.0,1336.9382
